id;Raw;significance;Computed;sentences500;chjh;jmw;mva;disagree;post_discussion;notes_discussion;final_code
140;F(1,19) = 16.15, p<.01;significant;0.000734143;le was significantly larger than that in female (F(1,19) = 16.15, p<.01). Download: PPT PowerPoint slide PNG larger image () TIFF original image () Figure 3. The mean Hb of the hemispheres in each group.Left: oxy-Hb, right: deoxy-Hb, blue: male, red: female. The average oxy-Hb in the adult group was significantly larger than that in the child/adolescent group for male (F(1,30) = 11.55, p<.01). Moreover, for the adult group the average oxy-Hb in male was significantly larger than that in female (F(1,19) = 16.15, p<.01).doi:10.1371/journal.pone.0025944.g003The average deoxy-Hb in the right hemisphere was mean -.02 (SD = .08) in the child/adolescent group, -.05 (SD = .13) in the adult group, and in the left hemisphere was mean -.03 (SD = .10) in the child/adolescent group, and -.05 (SD = .11) in the adult group. For the deoxy-Hb, there was a significant main effect of hemisphere (F(1,65) = .4.40, p = .04). There were no other significant main effects and any interactions (age: F(1,65) = .5;3;3;3;0;3;;no expectation
141;F(1,41) = 1.02, p = .321;nonsignificant;0.318442442;d measurement after one year, T1 and T2) as within-subject factors and age group and sex as between-subject factors was computed for the number of correctly solved items in the CPM. Results revealed significant main effects for time point, F(1,41) = 47.70, p <.001, 2 = .538, and age group, F(1,41) = 18.59, p <.001, 2 = .312. Thus, children gained higher intelligence values twelve months later at T2 and older children significantly outperformed the younger ones. No main effect for sex was found, F(1,41) = 1.02, p = .321, 2 = .024. A triple interaction of time point, age group, and sex, F(1,41) = 4.98, p = .031, 2 = .108, revealed an inverse pattern to that observed for planning performance: Young boys at age four demonstrated a strong increase in solving items of the intelligence test one year later, whereas young girls only modestly improved at the second measurement (Fig. 3). Post hoc analyses in the younger group revealed highly significant improvements from T1 to T2 in boys (t(9) = �;3;3;3;0;3;;no expectation
142;F(1, 64) = 118.24, p < .001;significant;3.51E-02;tudents were required to read the two cases and assess perceptions regarding the gender orientation and level of difficulty of the tasks using items measured on a 7-point scale. We analyzed the responses using a repeated measures multivariate analysis of variance (MANOVA) on the factors Gender (of the respondent), Order (of the presentation of the cases), and Case Type (MOT, FOT). The analysis supported the claim that these two cases differed significantly on this measure of gender orientation, F(1, 64) = 118.24, p < .001. Specifically, results for items assessing whether men or women would be perceived as the expert (1 = primarily men, 7 = primarily women) indicated that men were perceived as more experienced and knowledgeable regarding the MOT ( M = 2.57, SD = 1.20), whereas women were perceived as more experienced and knowledgeable regarding the issues in the FOT ( M = 5.78, SD = 1.14). The results supported the face validity of these two cases regarding their gender orientation. We ;3;2;2;1;2;;effect expected
143;F(1, 49) = 0.13, p =.72;nonsignificant;0.719981742; conditions, 2.27 versus 2.38, t(48) = 0.29, p =.78, postmanipulation ratings differed in the expected fashion, 3.54 versus 2.08, t(48) = 3.71, p <.001. Participant and target sex did not affect similarity ratings. In a 2 × 2 ANOVA predicting similarity with participant sex (matched with target sex) and similarity condition, similarity showed a main effect, F(1, 49) = 12.21, p <.001, whereas participant sex did not show a main effect, F(1, 49) = 0.03, p =.85, or an interaction effect with sex, F(1, 49) = 0.13, p =.72. For female participants, postmanipulation perceived similarity was higher in the similarity condition, 3.50 versus 2.22, t(19) = 1.81, p =.09, likewise, for male participants, perceived similarity was higher in the similarity condition, 3.57 versus 2.00, t(27) = 3.33, p <.01. Ratings of generic plot elementsExpectations about stereotype content were confirmed. In general, male participants thought their targets (adolescent boys) would prefer the generic movie elements con;3;3;3;0;3;;no expectation
144; 2(1, N = 1,113) = 2.72, p = .10;nonsignificant;0.099098015;rting did not appear to differ following drinking days (47.1%) and nondrinking days (46.5%), and similar trends were observed for all 10 behavioral risks. Thus, a majority of data were collected relatively close to each event, but a substantial portion of the data represent retrospective reports. Global-Level Analysis of Alcohol Use and Behavioral RisksOverall, 57.9% of the sample ( n = 1,113) reported drinking during the 30-day monitoring period, rates of abstention did not differ by gender, χ 2(1, N = 1,113) = 2.72, p = .10. There were no gender differences in average BAC, peak BAC, and percentage of days drinking (all ps > .02). Restriction of the sample to only those who reported drinking yielded similar results, there were no significant gender differences on average BAC, peak BAC, percentage of days drinking, and BAC per drinking day (all ps > .01). Among the 10 behavioral risks, any sexual behavior (32%) and aggressive behavior (25%) were most frequently endorsed. Significant ge;3;3;3;0;3;;no expectation
145;F(1, 388) = 1.09, p = .35;nonsignificant;0.297121233;lence Groups: No Commission of Violence (Neither), Commission of Violence to Partners Only (P-Only), to Non-Partners Only (NP-Only), or to Both Partners and Non-Partners (Both)Extent of ViolenceThe violence groups differed in the extent of physical violence to partners, F(3, 388) = 64.40, p < .0001, as would be expected. Men and women did not differ significantly in physical violence to partners, F(1, 388) = 2.91, p = .09, and the interaction between violence groups and sex was not significant, F(1, 388) = 1.09, p = .35. The violence groups differed in the extent of physical violence to non-partners, F(3, 388) = 37.181, p < .0001, and there were differences between men and women, F(1, 388) = 10.57, p = .001, and a significant interaction between sex and groups, F(3, 388) = 5.76, p = .0007. Men had higher physical violence scores than women to non-partners in both the NP-only groups ( M = 8.7 vs. 4.1), and the Both groups ( M = 11.4 vs. 4.9) in both cases. Differences between sex and vio;3;3;3;0;3;;no expectation
146;t(43) = 1.99, p< .06;nonsignificant;0.052973482; strength of self-interest. 7 With two exceptions, Jennifer (Mike) was the only person named as sharing a subgroup. Both exceptions were male participants in the condition in which 2 of the other participants were female, these 2 male participants reported feeling in a subgroup with the other male participant. One of these male participants was in the no-communication condition, the other was in the communication/low-empathy condition. 8 There was a marginal sex effect on self-reported empathy, t(43) = 1.99, p< .06, women reported feeling more empathy ( M= 5.32) than did men ( M= 4.43). However, there was no evidence of a sex effect on allocations, so we collapsed across sex for all reported analyses. References Alfano, G., &amp, Marwell, G. ( 1980). Experiments on the provision of public goods III: Non-divisibility and free riding in “real” groups. Social Psychology Quarterly, 43, 300– 309. Batson, C. D. ( 1987). Prosocial motivation: Is it ever truly altruistic? In L.Berkowitz (;3;3;3;0;3;;no expectation
147;F(1, 590) = 6.94, p <.01;significant;0.008650189;d by six tests) were followed by pairwise comparisons applying a significance level of p <.0005 ( p <.0016 divided by 3, roughly). Results Teacher CharacteristicsUnivariate analyses were conducted to examine the role of subjects' gender, referral practices, and teaching experience on their behavior ratings. (Unequal sample sizes did not permit an analysis of ratings by teacher ethnicity.) Results indicated that women were more likely than men to recommend a consultation with the child's parent, F(1, 590) = 6.94, p <.01. Women were also more likely to view the causes of problems as reflecting an aspect of the child versus an aspect of the situation (Locus of Causality), F(1, 585) = 12.20, p <.001. Ratings on other dependent variables did not differ by gender. The average number of referrals made each year was transformed into a categorical variable on the basis of a median split (0–3 referrals versus 4+ referrals per year). No significant effects of referral were found for any of the d;3;3;3;0;3;;no expectation
148;F(1, 101) = 2.46, p < .15;nonsignificant;0.119906554;en (but not men) responded appropriately to the enhance instructions and men (but not women) responded appropriately to the attenuate instructions. Analyses on the neutral slides yielded no effects, although a weak, nonsignificant carryover from the emotion-inducing slides was apparent. That is, the neutral slides paired with positive slides yielded no sex difference ( F < 1), whereas the neutral slides paired with negative slides yielded slightly greater corrugator activity for women than men, F(1, 101) = 2.46, p < .15. Correlations Between Self-Report and EMG MeasuresTo examine the correspondence between subjects' self-reports of emotional experience and their physiological reactions, correlations were computed between slide ratings and EMG responses to the emotion-inducing slides, with the EMG measure calculated as the difference from baseline responding. Across all subjects, an inverse relation was obtained ( r = −.25, p < .05) indicating that the more affectively negative slide r;3;3;3;0;3;;no expectation
149;F(1, 103) = 8.11, p = 0.005;significant;0.005315098;nd two years of age [9], boys and girls aged 1 to 24 months were included in the Infant category. Adolescents/adults were categorized as aged 10 years or older, on the basis of the present results showing peak brain volume at around this age. ANOVAs (sex�age group) for whole brain volume, amygdala volume and hippocampal volume showed main effects of sex (whole brain: males > females, F(1, 103) = 4.72, p = 0.03, amygdala: males > females, F(1, 103) = 4.78, p = 0.03, hippocampus: males > females, F(1, 103) = 8.11, p = 0.005) and age group (whole brain: F(2, 103) = 56.20, p<0.001, amygdala: F(2, 103) = 61.70, p<0.001, hippocampus: F(2, 103) = 106.25, p<0.001). Download: PPT PowerPoint slide PNG larger image () TIFF original image () Table 3. Mean volume of whole brain, amygdala and hippocampus (cm3).doi:10.1371/journal.pone.0046970.t003Figures 4 and 5 depict growth changes of the amygdala and hippocampus until the peak age, all of which showed a rapid volume increase in the first few month;3;3;3;0;3;;no expectation
150;F(2, 423) = 6.20, p < .01;significant;0.002218635;s about perpetration against girls. Results and DiscussionMore girls (victims) than boys (perpetrators) reported each type of aggression: nonphysical, 82.2% versus 62.7%, physical, 54.7% versus 20.3%, and sexual, 49.5% versus 13.7%, respectively, all χ 2s(1, N = 426) > 20.3, ps < .001. Girls were significantly more likely than boys to report each of the 26 items, all χ 2s(1, N = 426) > 4.52, ps < .05. There was also an interaction of sex and type of aggression (nonphysical, physical, sexual), F(2, 423) = 6.20, p < .01, such that the victim–perpetrator difference was greatest for sexual aggression (odds ratio = 6.19), χ 2(1, N = 426) = 63.24, p < .001, and least for nonphysical aggression (odds ratio = 2.75), χ 2(1, N = 426) = 20.64, p < .001. Victim–perpetrator difference was greater for severe physical violence than for minor violence (9.16 vs. 3.28), all χ 2s(1, N = 426) > 24, ps < .001. Thus, the difference was related to the severity of violence, report discrepancies being ;3;3;3;0;3;;no expectation
151;F(2, 84) = 3.16, p < .05;significant;0.047512185;les' networks were females, the females' networks averaged only 14% male. There were few differences between the sexes on the other structural variables, male and female networks were generally equivalent in their percentage of members who were students, relatives, and mutual friends. The females' networks were initially larger than the males' and remained fairly stable in size as the term progressed, whereas the males' started off smaller but grew in size over time [Time × Gender interaction, F(2, 84) = 3.16, p < .05]. Network FunctioningThe MANOVA of the network functional variables revealed main effects for residence, F(6, 80) = 2.99, p < .02, gender, F(6, 80) = 4.19, p < .02, and time, F(12, 74) = 5.38, p < .001, which were further examined through univariate ANOVAs. Residence and time effectsDormitory residents reported having a greater mean amount of fun with their network members than did the commuters, F(1, 85) = 12.21, p < .001, but did not differ significantly in their report;3;3;3;0;3;;no expectation
152; 2(1, N = 553) = 1.98, p = .16;nonsignificant;0.159390407;ical analyses that are capable of incorporating diverse patterns of missingness without producing biased findings (see Results).Two sets of attrition analyses were conducted. We tested whether the 180 children excluded from all analyses because of missing reports of all social competence variables differed on child gender and parent alcoholism from the 373 retained for analyses. No differences were found on parent alcoholism status, χ 2(1, N = 553) = 0.12, p = .73, nor on participant gender, χ 2(1, N = 553) = 1.98, p = .16. We also estimated the effects of missing data, whether because of attrition or design, by calculating the number of missing variables out of all central variables (the three social competence variables at Waves 2–4, COA, and child's gender) for each of the 373 participants included in analyses. Correlations between the number of missing variables and the nine continuous outcome measures (where present) revealed no significant associations. T tests showed that COA;3;3;3;0;3;;no expectation
153;F(1, 115) = 6.55, p < .05;significant;0.011786186;ungest children would claim similar high rates of controllability for both dreams and imagination, whereas older children and adults would increasingly claim that imagination is controllable but that dreams are not. A 4 (age) × 2 (sex) × 2 (condition: dream vs. imagination) ANOVA revealed, as expected, a significant main effect of condition, F(1, 115) = 59.42, p < .01, and a significant interaction of age and condition, F(3, 115) = 5.49 p < .01. A significant interaction of sex and condition, F(1, 115) = 6.55, p < .05, was also found. Inspection of the group means in Table 1 suggests the following interpretations. First, the Sex × Condition interaction appears to reflect similar beliefs in the controllability of imagination among male and female participants but stronger endorsement of the controllability of dreams among female participants. The Age × Condition interaction reflects two processes: an increase in beliefs about the controllability of imagination between ages 5 and 8 an;2;3;3;1;3;;no expectation
154;F(1, 87) = 3.63, p = .06;nonsignificant;0.060049987;and English equally when their professor was a woman (IAT effect = –0.89 ms, IAT D score = –.03), whereas they expressed more negative attitudes toward math when he was a man (IAT effect = –116 ms, IAT D = –.33), F(1, 87) = 8.23, p = .01. We also found a marginally significant main effect of student sex, female students on average expressed more negative implicit attitudes toward math (IAT effect = –82 ms, IAT D = –.28) than did male students (IAT effect = –35 ms, IAT D = –.08), F(1, 87) = 3.63, p = .06. More importantly, these main effects were superseded by a significant Professor Sex × Student Sex interaction, F(1, 87) = 4.71, p = .03 (see Figure 5, Panel A), female students implicitly liked math and English equally when their professor was a woman (IAT effect = 7 ms, IAT D = .01) but strongly disliked math when their professor was a man (IAT effect = –171 ms, IAT D = –.55), F(1, 40) = 11.68, p = .001. However, male students did not differ in their implicit attit;3;3;3;0;3;;no expectation
155;t(373) = 0.49, p = .62;nonsignificant;0.624421975;ot significantly interact with the gender of the victim to affect the number of apologies reported or the proportion of offenses for which participants apologized. LMM analyses indicated that men and women also did not differ in how they apologized. Men and women were equally likely to include each of the elements in their apologies, all ps > .20. In addition, men (M = 2.01, SD = 1.15) and women (M = 1.97, SD = 0.97) offered similarly comprehensive apologies, parameter estimate = .06 (SE =.11), t(373) = 0.49, p = .62. No interactions with victim’s gender emerged. Victim perspective Women reported receiving more apologies (142) than men reported receiving (111), χ2(1, N = 66) = 3.80, p = .05. Women also reported being the victims of more offenses (242) than men did (164), χ2(1, N = 66) = 10.89, p = .001. LMM analyses revealed that men (M = .68, SD = .47) received apologies for a marginally significant greater proportion of offenses than women did (M = .59, SD = .49), parameter estima;3;3;3;0;3;;no expectation
156; 2(1, N = 67) = 1.98, p = .15;nonsignificant;0.159390407;ere spontaneously reported, 8 were provided by men and 8 by women. This 50/50 distribution did not significantly differ from the 40/60 expected from our sample, χ 2(1, N = 67) = 0.68, p > .40. Next, we examined the gender distribution in the relational emotional experiences. Of the 41 relational experiences that were spontaneously reported, 12 were provided by men and 29 by women. This 29/71 distribution was marginally different from the 40/60 distribution expected by chance from our sample, χ 2(1, N = 67) = 1.98, p = .15, and was in the predicted direction of women reporting more relational emotional experiences. Next, the gender distribution of collective experiences was examined. Of the 10 collective experiences that were spontaneously reported, 7 were provided by men and 3 by women. This 70/30 distribution was significantly different from that expected by chance from our sample, χ 2(1, N = 67) = 3.75, p < .05, and supported the hypothesis that men would report more collective emo;2;2;2;0;2;;effect expected
157;F (1, 95) = 1.082, p = .301;nonsignificant;0.300890687;ad: PPT PowerPoint slide PNG larger image () TIFF original image () Table 2. Means and standard errors for latency to enter an open quadrant (s).doi:10.1371/journal.pone.0019058.t002Percentage of time spent in the open quadrantsMeans and standard errors are presented in Table 3. ANOVA revealed a significant effect of strain, F (1, 95) = 36.740, p<.001, with B6 mice spending more time in the open quadrants than their D2 counterparts. ANOVA failed to detect significant effects of sex or handling, F (1, 95) = 1.082, p = .301, and F (1, 95) = 1.853, p = .177, respectively. However, a significant effect of housing was found, F (1, 95) = 6.228, p = .014. (See Figure 1.) Group-housed animals spent less time in the open quadrants than individually-housed animals. ANOVA also revealed a significant interaction between strain and sex, F (1, 95) = 9.719, p = .002. (See Figure 1.) While B6 males and females did not differ significantly, D2 males spent more time in the open quadrants than did D2 fema;3;3;3;0;3;;no expectation
158; 2(1, N = 67) = 3.39, p = .066;nonsignificant;0.065592949; pen (39%) was not significantly less than the proportion expected by chance ( Z = 1.17, ns), the proportion of dismissive participants who chose the same color pen (31%) was not significantly less than the proportion expected by chance ( Z = 1.37, ns), and the proportion of fearful participants (46%) who chose the same color pen was not significantly less than the proportion expected by chance ( Z < 1, ns). Finally, the Pearson chi-square test unexpectedly revealed a marginal effect for sex, χ 2(1, N = 67) = 3.39, p = .066. Overall, men were slightly more likely to use communal norms (63%) than were women (40%). Pen Color Choice as a Function of Attachment (Study 1)Continuous AnalysesInspection of the anxious and avoidant composites showed that those who chose the same color pen were more anxious, M(34) = .31, than those who chose a different color pen, M(33) = −.32, t(65) = 2.67, p = .01, but there was no difference between the same and different pen choice groups on the avoidant d;3;3;3;0;3;;no expectation
159;t (54) = 1.76, p = .08;nonsignificant;0.084071223;.38, p = .001), but lower valence ratings for LAI objects (t (267) = 2.01, p = .046) and social images (t (267) = 3.42, p = .001). A three-way interaction between group, sex and image type also emerged (F (1.69, 447.08) = 7.95, p = .001, eta squared = .03, see Figure 2) that was driven by different group x sex patterns for each image type: for HAI images, ASD females provided higher ratings than did TD females (t (164) = 5.44, p<.001) and trended towards providing higher ratings than ASD males (t (54) = 1.76, p = .08), while TD males provided higher ratings than did TD females (t (91.86) = 3.89, p<.001) but not ASD males (p = .59), for LAI images, a trend emerged for TD females to provide higher ratings than TD males (p = .07) but not ASD females (p = .99), while ASD males and TD males did not differ from each other (p = .71), nor did ASD males from ASD females (p = .38), for social images, TD females provided higher ratings than TD males (t (211) = 2.57, p = .01) and ASD females (t (16;3;3;3;0;3;;no expectation
160;F (1, 52) = 9.76, p<0.003;significant;0.002914433;Participants rated the romantic partner�s face as eliciting higher feelings of pleasantness, arousal, and dominance than the same-gender parent�s face (valence (F (1, 52) = 11.90, p<0.001, p2 = .186), arousal (F (1, 52) = 11. 02, p<0.002, p2 = .175), dominance (F (1, 52) = 6. 66, p<0.02, p2 = .113)). Significant main effects of gender were also found for the valence and arousal scales. Women rated their father�s and romantic partner�s faces as eliciting higher feelings of pleasantness than men (F (1, 52) = 9.76, p<0.003, p2 = .158), but men rated both faces as eliciting higher feelings of arousal than women (F (1, 52) = 4.29, p<0.04, p2 = .076).DiscussionThese results indicate that, for both men and women, viewing loved, familiar faces inhibits paradigmatic defense reactions, such as the eye-blink startle reflex. They also replicate previous findings of peripheral electrophysiological responses shown by women in reaction to loved, familiar faces [30], [31] and extend the same findings t;3;2;3;1;3;;no expectation
161;t(61) = 3.68, p < .001;significant;0.000495642;x × Job Description interaction, F(1, 218) = 7.06, p < .01. The 3-way interaction was decomposed into two 2-way analyses broken down by applicant attributes. The analysis for agentic applicants showed a main effect for applicant sex, F(1, 218) = 8.69, p < .01, and the predicted Applicant Sex × Job Description interaction, F(1, 218) = 4.08, p < .05. Simple effects showed that, as expected, the agentic female, in comparison with the agentic male, was discriminated against for the feminized job, t(61) = 3.68, p < .001, whereas she was not discriminated against for the masculine job, t(49) = .99, ns. The analysis for communal targets also showed a main effect for applicant sex, F(1, 118) > 10.31, p < .01, and a marginal Applicant Sex × Job Description interaction, F(1, 218) = 3.00, p < .09. Simple effects suggested that the communal female, as compared with the communal male, was discriminated against for the masculine job, t(59) = 3.96, p < .001, whereas she was not discriminated agains;2;2;2;0;2;;effect expected
162; 2(1, N= 999)= 3.1, ns;nonsignificant;0.078292294;of 2,448) than female participants (35.8%, 528 of 1,475) met the criteria for initial quitting, χ 2(1, N= 3,923)= 9.6, p < .003. Among the initial quitters, a similar percentage of male participants (35%, 347 of 998) and female participants (34%, 180 of 528) relapsed between the 4- and 12-month visits, χ 2(1, N= 1,526)= 0.07 ns.Among the sustained quitters at 12 months, 14% of the male participants (91 of 651) and 18% of the female participants (63 of 348) relapsed between 12 and 24 months, χ 2(1, N= 999)= 3.1, ns.Current use of nicotine gum at the 4-month follow-up was reported by 61% of the male and 70% of the female initial quitters. Of the sustained quitters at 12 months, 30% of the male participants and 38% of the female participants reported currently using nicotine gum. Of the sustained quitters at 24 months, 28% of the female participants and 19% of the male participants reported currently using nicotine gum. Predictors of Initial QuittingThe results, by gender, of the univar;3;3;3;0;3;;no expectation
163;t(202) = 3.06, p = .003;significant;0.002513807;n average people have personality trait patterns that better fit the prototypical slow-LH person than the prototypical fast-LH person. The average distinctive slow-LH score was .00 ( SD = .14), which is a mathematically required value given that the average CAQ profile was statistically removed. Unlike the previous datasets, there was a statistically significant sex difference in overall slow-LH scores, with females ( M = .38, SD = .16) scoring higher on slow-LH than males ( M = .32, SD = .17), t(202) = 3.06, p = .003. A similar sex difference was observed for distinctive slow-LH with females ( M = .02, SD = .14) scoring higher than males ( M = −.03, SD = .14), t(202) = 2.56, p = .011. How do slow-life history people behave in their daily lives?The overall and distinctive slow-LH scores for each participant were correlated with the self-reported behavioral composites of the 67-item RBQ. The results are displayed in Table 4. To protect against capitalizing on chance, the randomization ;3;3;3;0;3;;no expectation
164; 2(1) = 0.73, p = .39;nonsignificant;0.392883188;g friendship dyads into two groups: true best friends ( n = 44, 17 male dyads and 27 female dyads) and class best friends ( n = 86, 40 male dyads and 46 female dyads). True best friend dyads described friendships in which both adolescents nominated each other as true best friends, whereas best friends in class described friendships in which both adolescents nominated each other as best friends in class but not outside the class. No gender differences emerged in the size of the two subsamples, χ 2(1) = 0.73, p = .39, indicating that the probability of having a true best friend who attended the same class was similar for male and female adolescents. Finally, we selected, in line with studies on friend similarities (see e.g., Popp et al., 2008, Poulin &amp, Boivin, 2000), a comparison group of nonfriend dyads consisting of adolescents who were present at both time points but who were excluded from friend dyads. This comparison group was used to test whether the similarities between friend;3;3;3;0;3;;no expectation
165;F(1, 72) = 7.86, p = .006;significant;0.006491027; factor and participant gender as between-subjects factor. We did not find that women are better in predicting female gift preferences and men are better in predicting male gift preferences as would have been indicated by a significant interaction effect, F(1, 72) = 0.67, p = .42. We did find two main effects, however, indicating that on average, male targets' gift preferences were predicted more accurately than female targets' gift preferences (M = 24.61, SE = 0.4232 vs. M = 26.11, SE = 0.42), F(1, 72) = 7.86, p = .006, 2 = .10) and, consistent with our hypothesis, that women are better at predicting gift preferences than men (M = 24.71, SE = 0.39 vs. M = 26.01, SE = 0.50), F(1, 72) = 4.15, p = .045, 2 = .06. Together, these results show that women are better at predicting others' gift preferences than men for both female and male targets. This indicates that it is not simply projection which drives the effect of Study 2, but that there is a robust difference in the way men and women p;3;3;3;0;3;;no expectation
166;F(1, 103) = 0.89, p =.35;nonsignificant;0.347684926;roup, there was no significant difference in the amount of contact they had with out-group members at the beginning of the semester ( M = 17.06, SD = 12.38) and at the end of the semester ( M = 17.12, SD = 11.15), F(1, 16) = 0, p =.97. Thus, these results are similar to the correlations presented in the main text. 11 The 2 (friend's acceptance) × 2 (race of targets) × 2 (person) × 2 (explanation) × 2 (order of questions) × 2 (gender) ANOVA did not reveal a significant five-way interaction, F(1, 103) = 0.89, p =.35. References Allport, G. ( 1954). The nature of prejudice. New York: Doubleday. Aron, A., &amp, Aron, E. ( 1996). Love and expansion of the self: The state of the model. Personal Relationships, 3, 45– 58. Batson, C. D., Early, S., &amp, Salvarani, G. ( 1997). Perspective taking: Imagining how another feels versus imagining how you would feel. Personality and Social Psychology Bulletin, 23, 751– 758. Baumeister, R. ( 1982). A self-presentational view of social phenomena;3;3;3;0;3;;no expectation
167;F(1, 76) = 2.09, ns;nonsignificant;0.152377256;en (as illustrated in Figures 4 and 5). Conversely, when men and women feel equally confident about the domain being evaluated, the gender differences should not emerge. Thus, our finding the men and women in Study 2 to report similar levels of confidence in their case-analysis performance before they received negative feedback, Ms = 5.09 and 5.31 for men and women, respectively, F(1, 76) = 0.625, ns, and after they received negative feedback, Ms = 4.23 and 4.76 for men and women, respectively, F(1, 76) = 2.09, ns, may explain why no gender differences were observed in that study. In summary, our findings suggest that although Blacks and Whites may differ in their response to negative feedback and selection procedures, men and women in each racial group may differ in their responses as well. Furthermore, these differential reactions may be due, at least in part, to the individuals' feelings of confidence with regard to the domain being evaluated.These studies are not without limitations;3;1;3;1;1;;null expected
168;F(2, 507) = 2.76, p< .0639;nonsignificant;0.064242948; between the two models. Multivariate Analysis of Variance (MANOVA)To explore whether men and women used the processes at different rates in different stages of smoking cessation, we conducted a MANOVA, predicting the two behavioral and experiential process factors from gender, stage, and the interaction between gender and stage.This analysis found a significant main effect for stage, Wilks’s λ = .68, F(6, 1014) = 35.1, p< .0001, but no significant main effect for gender, Wilks’s λ = .99, F(2, 507) = 2.76, p< .0639, or for the interaction, Wilks’s λ = .99, F(6, 1014) = 0.34, p< .9152. Although there were no overall gender effect, exploratory analyses of variance (ANOVAs) of each process factor separately revealed that the experiential factor was predicted by gender in addition to stage. Follow-up analyses of individual processes indicated that women used the experiential processes at higher levels than men did only during the contemplation stage (see Table 9). These results rem;3;3;3;0;3;;no expectation
169;t(902) = -1.64, p = .10;nonsignificant;0.101353833; this relation, peak activation experiences were statistically significantly associated with higher levels of positive affect at Time 2, t(902) = 2.39, p = .003, with later affect scores an average of 7.4 points higher for individuals with a previous peak activation experience. Additionally, a trend was found between gender and this effect, suggesting that the relation between peak activation and later affect was slightly, though not statistically significantly, stronger for women than for men, t(902) = −1.64, p = .10. None of the other relevant effects was statistically significant. Considered together, all of the predictors explained 4.8% of the variance in experience-level affect at Time 2 Because peak activation was still related to affect an average of 2.5 hr later, I conducted an additional analysis of peak activation, using the same model as described above save that the level of affect two signals removed from the event was used as the dependent variable. Because time periods ;3;3;3;0;3;;no expectation
170;F(1, 93) = 4.10, p< .05;significant;0.045750426;ngs given by each child to the three targets of a given sex was calculated for each rating scale (i.e., the six traits, similarity to self, and liking). The eight standard deviation scores were then averaged for each child, separately for male and female targets. This procedure yielded a measure of perceived variability for targets of each sex. Once again, this measure was analyzed in a 2 (sex of child) × 2 (sex of target) mixed-model ANOVA. Main effects were significant for both sex of child, F(1, 93) = 4.10, p< .05, and sex of target, F(1, 93) = 34.70, p< .0001. However, they were qualified by a significant interaction, F(1, 93) = 4.43, p< .05. As Table 3shows, both boys and girls perceived more variability among female than among male targets, perhaps reflecting the fact that people’s notions of maleness are more rigid than their notions of femaleness ( Hort, Fagot, &amp, Leinbach, 1990).However, girls differentiated between the two targets to a greater extent, such that male targ;3;3;3;0;3;;no expectation
171; 2(1) = 3.48, p = .06;nonsignificant;0.06211474; Boys (N = 424) Effects for indirect pathways linking parents' expectations to the three motivational variables are shown in Table 3. For both genders, perceived parental expectations mediated relationships between parents' expectations and youths' expectations and aspirations. The path linking parents' expectations to youths' values via perceived barriers was significant for boys but not for girls, moreover, the difference between coefficients for boys and girls approached significance, Wald χ 2(1) = 3.48, p = .06. Indirect Effects Between Study Variables and Comparisons of Paths for Girls and Boys Pathways to On-Time Postsecondary Educational ProgressConsistent with hypotheses, educational aspirations did not predict on-time postsecondary educational progress (see Table 2 and Figure 2). Youths' educational expectations and educational values during Grade 11 predicted on-time progress for boys but not for girls. Moreover, the regression coefficients for these relationships differed fo;3;3;3;0;3;;no expectation
172;t(42) = 2.02, P = .05;significant;0.049792357;f unfair rejection rates to PA, r = .48, P<.01, or NA, r = -.40, P<.01. Second, given previous studies suggesting that testosterone influences rejection behaviour and that this is higher in men than women [24]�[26], we also examined whether there were gender effects on the UG. Neither mean proposals, total rejections, computer unfair rejections, PA or NA significantly differed between men and women, ts<1. However, men showed a non-significant trend to reject more unfair human offers than women, t(42) = 2.02, P = .05. Therefore, we explored a possible gender confound by repeating all analyses while additionally covarying for gender, and an identical pattern of results emerged. Third, we also found no significant relationship of proposal magnitude or rejection rates for any offer type with age or estimated full scale IQ, rs<.23, Ps>.15, suggesting these demographic variables cannot account for the present findings.Finally, to investigate which aspects of PA and NA are particularly related;3;3;3;0;3;;no expectation
173;F(1, 54) = 1.22, p > .10;nonsignificant;0.274258058;eferences for Triadic Over Dyadic InteractionFor both genders, there was no association between the age of the triad and members’ opinions that participating as a triad was a better arrangement than participating with only one partner ( rs = .04 and −.14 for girls and boys, respectively, ps > .10). In addition, triads of boys ( M = .92, SD = .14) and triads of girls ( M = .86, SD = .23) did not differ in their members’ expressed postsession preferences for triadic over dyadic interaction, F(1, 54) = 1.22, p > .10. Finally, for both genders, the initial configuration of triadic relationships in terms of friendship was unrelated to members’ expressed preferences for triadic over dyadic interaction after the session ( rs = .16 and .07 for boys and girls, respectively). Whereas the aforementioned important structural features of the triad did not predict later attitudes, behavior during the session was related, especially for girls. Specifically, among girls, lower rates of aggressi;3;3;3;0;3;;no expectation
